LAT,LON,weighted_count
34.0306,-118.3224,0.0
34.0296,-118.3224,0.0
34.0286,-118.3224,0.0
34.0276,-118.3224,2.625
34.0262,-118.3224,0.0
34.0256,-118.3224,0.0
34.0241,-118.3224,0.0
34.0229,-118.3224,5.25
34.0106,-118.3223,7.875
34.0077,-118.3223,0.0
34.0054,-118.3222,2.625
34.0037,-118.3225,2.625
34.0024,-118.3225,0.0
34.0016,-118.3225,2.625
34.0007,-118.3225,0.0
34.0,-118.3225,2.625
33.9987,-118.3225,0.0
33.9975,-118.3226,2.625
33.9962,-118.3226,2.625
33.995,-118.3226,0.0
33.9932,-118.3225,10.5
33.9909,-118.3225,2.625
33.9873,-118.3225,7.875
33.9855,-118.3226,13.125
33.9837,-118.3226,2.625
33.9827,-118.3226,0.0
33.9811,-118.3226,7.875
33.9794,-118.3226,7.875
33.9782,-118.3226,7.875
33.9764,-118.3226,0.0
34.0543,-118.3193,30.625
34.0581,-118.3174,16.625
34.0555,-118.3185,5.25
34.0457,-118.3255,3.5
34.0475,-118.323,2.625
34.0457,-118.3255,0.0
34.0464,-118.3234,2.625
34.0454,-118.3237,2.625
34.0457,-118.3255,7.0
34.0418,-118.3269,2.625
34.0436,-118.3237,5.25
34.0418,-118.3269,0.0
34.0418,-118.3237,0.0
34.0399,-118.3237,0.0
34.0387,-118.3237,5.25
34.038,-118.3237,21.0
34.0371,-118.3237,3.5
34.0329,-118.3236,5.25
34.0352,-118.3237,2.625
34.0344,-118.3236,0.0
34.0296,-118.3236,0.0
34.0286,-118.3236,5.25
34.0276,-118.3236,2.625
34.027,-118.3236,0.0
34.0256,-118.3236,0.0
34.024,-118.3236,2.625
34.0229,-118.3236,5.25
34.0189,-118.3241,2.625
34.0171,-118.3242,14.0
34.0146,-118.3241,2.625
34.0118,-118.3241,2.625
34.0087,-118.324,7.875
34.0073,-118.3239,0.0
34.0052,-118.3237,2.625
34.0037,-118.3236,2.625
34.0025,-118.3236,0.0
34.0018,-118.3236,0.0
33.9989,-118.3236,2.625
33.9978,-118.3236,0.0
33.9964,-118.3236,5.25
33.995,-118.3236,18.375
33.9932,-118.3236,5.25
33.9909,-118.3236,5.25
33.9891,-118.3235,0.0
33.9872,-118.3235,7.875
33.9855,-118.3235,7.875
33.9837,-118.3235,0.0
33.9827,-118.3236,0.0
33.9806,-118.3236,0.0
33.9794,-118.3236,0.0
33.9782,-118.3236,2.625
33.9764,-118.3236,0.0
33.9712,-118.2597,0.0
34.0436,-118.3248,3.5
34.0418,-118.3248,7.875
34.0399,-118.3248,0.0
34.0389,-118.3248,26.25
34.038,-118.3248,5.25
34.0371,-118.3248,0.0
34.0352,-118.3249,2.625
34.0326,-118.3239,5.25
34.0307,-118.3241,0.0
34.0296,-118.3248,0.0
34.0286,-118.3248,0.0
34.0277,-118.3248,0.0
34.0256,-118.3248,2.625
34.0239,-118.3248,2.625
34.0229,-118.3248,0.0
34.0073,-118.3248,13.125
34.0058,-118.3248,0.0
34.0037,-118.3247,0.0
34.0018,-118.3247,0.0
34.0009,-118.3247,0.0
34.0,-118.3247,10.5
33.9989,-118.3247,0.0
33.9978,-118.3247,0.0
33.9964,-118.3247,5.25
33.995,-118.3247,21.0
33.9932,-118.3247,0.0
33.9909,-118.3247,10.5
33.9891,-118.3245,7.875
33.9872,-118.3245,0.0
33.9854,-118.3245,10.5
33.9836,-118.3245,7.875
33.9818,-118.3245,3.5
33.9802,-118.3245,2.625
33.9782,-118.3246,7.875
33.9764,-118.3246,2.625
34.0301,-118.4272,0.0
34.0491,-118.2558,2.625
34.0416,-118.244,0.0
33.9628,-118.3891,2.625
34.0399,-118.326,15.75
34.0386,-118.326,10.5
34.038,-118.326,2.625
34.0333,-118.1946,0.0
34.0371,-118.326,5.25
34.0344,-118.326,7.875
34.0296,-118.326,0.0
34.0286,-118.326,0.0
34.0262,-118.326,0.0
34.0256,-118.326,0.0
34.0241,-118.326,2.625
34.0229,-118.326,0.0
34.0109,-118.3262,2.625
34.007,-118.3258,7.875
34.0051,-118.3257,2.625
34.0025,-118.3258,2.625
34.0009,-118.3258,0.0
34.0,-118.3258,0.0
33.9988,-118.3258,0.0
33.9977,-118.3258,5.25
33.9963,-118.3258,0.0
33.995,-118.3258,5.25
33.9932,-118.3258,0.0
33.9909,-118.3258,2.625
33.9891,-118.3264,17.5
33.9821,-118.3318,10.5
33.9854,-118.3265,0.0
33.9821,-118.3318,7.0
33.9845,-118.3265,0.0
33.9821,-118.3318,3.5
33.9836,-118.3265,2.625
33.9821,-118.3318,10.5
33.9818,-118.3265,10.5
33.9821,-118.3318,0.0
33.9807,-118.3265,7.875
33.9797,-118.3265,0.0
33.9821,-118.3318,13.125
33.9575,-118.3916,0.0
33.9731,-118.3304,0.0
33.976,-118.3265,0.0
33.9731,-118.3304,2.625
33.9757,-118.3265,42.0
33.9542,-118.2885,0.0
33.9523,-118.3906,0.0
33.9472,-118.2318,10.5
33.9472,-118.2315,13.125
33.9472,-118.2313,20.125
34.038,-118.3272,0.0
34.0371,-118.3272,10.5
34.0344,-118.3272,7.875
34.0296,-118.3271,9.625
34.0277,-118.3272,0.0
34.0263,-118.3272,0.0
34.0256,-118.3272,7.875
34.0239,-118.3272,0.0
34.0229,-118.3272,5.25
34.0109,-118.3271,0.0
34.0064,-118.3268,0.0
34.0054,-118.3267,2.625
34.0037,-118.3269,2.625
34.0025,-118.3269,0.0
33.999,-118.3269,0.0
33.9932,-118.327,0.0
33.9909,-118.327,0.0
33.9746,-118.3275,2.625
33.9736,-118.3275,0.0
34.0862,-118.2583,10.5
34.0532,-118.3298,0.0
34.1111,-118.2041,0.0
34.112,-118.2015,0.0
34.112,-118.1991,0.0
33.9691,-118.3832,0.0
33.971,-118.3847,23.625
34.0124,-118.3435,2.625
34.0778,-118.2065,0.0
33.9819,-118.3641,0.0
34.0807,-118.2425,14.875
34.0828,-118.2365,0.0
34.0806,-118.2476,0.0
34.0828,-118.2365,2.625
34.0828,-118.2365,31.5
34.0828,-118.2365,15.75
34.0865,-118.1806,2.625
34.1459,-118.3631,0.0
34.1459,-118.3657,0.0
34.1462,-118.3709,2.625
34.1462,-118.3728,18.375
34.1493,-118.3759,2.625
34.1493,-118.3759,10.5
34.1455,-118.3856,7.875
34.1129,-118.3654,17.5
34.1145,-118.3671,7.875
34.1167,-118.23,2.625
34.1166,-118.2283,0.0
34.1165,-118.2266,5.25
34.1107,-118.2589,0.0
34.028,-118.2583,2.625
34.0264,-118.2597,0.0
34.0142,-118.2672,0.0
34.0131,-118.2679,0.0
34.0112,-118.2693,2.625
34.1613,-118.3637,3.5
34.1613,-118.3829,8.75
34.1613,-118.3878,0.0
34.1612,-118.39,0.0
34.1613,-118.3921,0.0
34.1613,-118.3944,0.0
34.161,-118.4009,7.875
34.161,-118.4034,0.0
34.1613,-118.4073,5.25
34.1612,-118.416,2.625
34.1329,-118.2084,6.125
34.1343,-118.2156,0.0
34.1346,-118.2175,2.625
34.1241,-118.1714,7.875
34.1218,-118.1708,0.0
34.1276,-118.3508,5.25
34.1278,-118.3529,0.0
34.0781,-118.1719,0.0
33.9897,-118.4244,5.25
33.9867,-118.4268,5.25
33.9809,-118.4355,0.0
34.0953,-118.3223,36.75
34.0953,-118.3241,19.25
34.0376,-118.2452,10.5
34.147,-118.3954,6.125
34.1485,-118.3954,0.0
34.1515,-118.3954,2.625
34.1576,-118.3954,2.625
34.1594,-118.3954,0.0
34.1649,-118.3954,14.0
34.1667,-118.3954,5.25
34.1721,-118.3954,0.0
34.1738,-118.3954,7.875
33.9727,-118.4093,5.25
33.9714,-118.4092,0.0
33.9701,-118.4085,0.0
33.9689,-118.4079,0.0
33.9676,-118.4072,7.875
34.1253,-118.2357,0.0
33.9756,-118.4213,5.25
34.0408,-118.4166,3.5
33.9232,-118.2901,0.0
33.9264,-118.2904,2.625
33.925,-118.2903,0.0
33.9231,-118.2901,0.0
33.922,-118.2901,0.0
33.9186,-118.2885,0.0
34.0234,-118.2102,0.0
34.0455,-118.3676,34.125
34.0445,-118.3623,5.25
34.0449,-118.3642,2.625
34.0458,-118.369,7.875
34.0465,-118.3727,5.25
34.0471,-118.3762,2.625
34.0477,-118.3794,0.0
34.0483,-118.3825,3.5
34.0504,-118.3938,0.0
34.0496,-118.3896,0.0
34.0502,-118.3924,2.625
33.9689,-118.3899,0.0
33.9665,-118.3904,0.0
33.9589,-118.3906,0.0
34.0864,-118.4516,0.0
33.9725,-118.3891,15.75
33.9707,-118.3879,7.875
33.9696,-118.3868,0.0
33.967,-118.3859,2.625
33.9647,-118.3853,0.0
33.9648,-118.3903,2.625
33.9612,-118.3855,5.25
33.9598,-118.3855,10.5
33.9584,-118.3856,0.0
33.9523,-118.3906,40.25
33.9553,-118.3857,52.5
33.9538,-118.3858,0.0
33.9523,-118.3906,52.5
33.9527,-118.3859,0.0
33.9523,-118.3906,0.0
33.949,-118.3859,40.25
33.9472,-118.3909,36.75
33.9481,-118.386,115.5
33.9472,-118.3909,14.0
34.0162,-118.368,5.25
34.0174,-118.3703,0.0
34.0757,-118.1711,2.625
34.0148,-118.2396,7.875
34.0679,-118.3588,0.0
34.0668,-118.3573,0.0
34.0608,-118.3575,6.125
34.0591,-118.3582,2.625
33.9946,-118.2398,0.0
33.9929,-118.2391,8.75
33.9905,-118.2391,5.25
34.1705,-118.379,18.375
34.1705,-118.3822,0.0
34.1703,-118.3921,0.0
34.1703,-118.3943,21.0
34.1703,-118.4071,0.0
33.9869,-118.4096,0.0
33.9863,-118.4106,0.0
34.0308,-118.2056,0.0
34.0675,-118.224,0.0
34.0702,-118.2201,0.0
34.0051,-118.4222,0.0
34.0637,-118.2052,7.875
34.0632,-118.2009,0.0
34.0623,-118.198,0.0
34.0619,-118.1969,0.0
34.061,-118.1949,6.125
34.0517,-118.3724,0.0
34.052,-118.3741,5.25
34.0524,-118.3762,10.5
34.0539,-118.3844,10.5
34.0531,-118.3941,11.375
34.0543,-118.3874,0.0
34.0543,-118.39,2.625
34.0543,-118.3932,5.25
34.0543,-118.3943,2.625
34.0543,-118.3954,0.0
34.0539,-118.3987,0.0
34.143,-118.4126,5.25
34.144,-118.4126,0.0
34.147,-118.4125,7.875
34.1483,-118.4125,0.0
34.1599,-118.4127,0.0
34.109,-118.3261,0.0
34.1129,-118.328,0.0
34.1101,-118.2107,2.625
34.1104,-118.2098,2.625
34.1154,-118.2031,2.625
34.1139,-118.1978,0.0
34.1152,-118.1898,0.0
34.1168,-118.192,2.625
34.1181,-118.1894,0.0
34.1194,-118.1889,0.0
34.1134,-118.2008,0.0
34.1208,-118.4306,0.0
34.0753,-118.3891,8.75
34.0753,-118.3858,0.0
34.1344,-118.2665,7.875
34.1352,-118.2669,0.0
34.064,-118.2128,0.0
34.0645,-118.2102,0.0
34.0747,-118.1711,2.625
34.0747,-118.1711,0.0
34.0747,-118.1711,23.625
34.0716,-118.1748,42.0
34.0736,-118.1724,10.5
34.0753,-118.1702,2.625
34.0771,-118.1681,13.125
34.0788,-118.1652,18.375
34.0936,-118.2299,2.625
34.0953,-118.228,0.0
34.0961,-118.2267,0.0
34.0561,-118.2415,0.0
33.9968,-118.441,0.0
33.9933,-118.4388,8.75
33.9926,-118.4379,0.0
33.9913,-118.4363,3.5
33.9832,-118.4327,0.0
33.99,-118.4347,2.625
33.988,-118.4333,0.0
33.9869,-118.4324,7.875
33.986,-118.4319,0.0
33.9829,-118.4297,0.0
33.978,-118.4265,7.875
34.0865,-118.1647,5.25
34.081,-118.1644,0.0
34.0865,-118.1647,0.0
34.0811,-118.1624,0.0
33.9929,-118.4112,0.0
34.0757,-118.1711,0.0
34.0795,-118.2636,13.125
34.081,-118.2627,5.25
34.0823,-118.2621,0.0
34.084,-118.261,24.5
34.09,-118.2587,8.75
34.0924,-118.2568,12.25
34.0938,-118.2551,0.0
34.0958,-118.2535,0.0
34.1025,-118.248,2.625
34.1045,-118.2459,10.5
33.9928,-118.4092,7.875
33.9923,-118.4105,0.0
33.9919,-118.4119,5.25
33.9914,-118.4132,15.75
33.9903,-118.4147,2.625
33.9895,-118.4159,0.0
33.989,-118.4168,0.0
33.9884,-118.4177,0.0
34.073,-118.2513,12.25
34.0735,-118.2526,13.125
34.0744,-118.2545,2.625
34.1445,-118.4282,5.25
34.1247,-118.2048,0.0
34.1245,-118.2038,0.0
34.0494,-118.4138,26.25
34.0471,-118.4177,0.0
34.0905,-118.1696,2.625
34.0911,-118.1678,10.5
34.0916,-118.166,0.0
34.093,-118.1636,0.0
34.1071,-118.2761,0.0
34.1062,-118.275,3.5
34.1382,-118.4212,0.0
34.1396,-118.4217,5.25
34.141,-118.422,0.0
34.0962,-118.1598,2.625
34.0976,-118.1602,2.625
34.0649,-118.2465,7.875
34.0662,-118.2476,0.0
34.0619,-118.2369,2.625
34.0622,-118.2379,0.0
34.0628,-118.2396,7.0
34.0632,-118.2408,7.875
34.0635,-118.2434,0.0
34.0637,-118.244,19.25
34.0435,-118.3508,11.375
34.0392,-118.3526,2.625
34.0374,-118.3532,11.375
34.0363,-118.3537,0.0
34.0354,-118.3541,2.625
34.0325,-118.3555,0.0
34.0316,-118.3557,7.875
34.0298,-118.3563,7.875
34.0281,-118.357,0.0
34.0269,-118.3575,0.0
34.025,-118.3582,2.625
34.0237,-118.3582,0.0
34.0183,-118.358,7.875
34.0681,-118.2039,13.125
34.0691,-118.2038,0.0
34.072,-118.2039,13.125
34.0754,-118.2044,0.0
34.0765,-118.204,0.0
34.1357,-118.4076,0.0
34.1362,-118.4109,0.0
34.1366,-118.4105,2.625
34.1369,-118.4102,2.625
34.1331,-118.3669,5.25
34.1321,-118.3685,5.25
34.0961,-118.2217,2.625
33.9744,-118.4094,0.0
33.965,-118.4212,0.0
33.9633,-118.4198,2.625
34.0936,-118.2469,0.0
34.0942,-118.2481,2.625
34.0912,-118.2391,5.25
34.1132,-118.3942,7.0
34.0755,-118.2131,15.75
34.0755,-118.2118,0.0
34.0755,-118.2104,2.625
34.0755,-118.2092,0.0
34.0754,-118.2051,0.0
34.1243,-118.2199,0.0
34.1294,-118.2108,2.625
34.0457,-118.2804,0.0
34.045,-118.2822,15.75
34.045,-118.2822,2.625
33.9331,-118.2532,26.25
33.932,-118.2532,2.625
33.931,-118.2532,8.75
33.975,-118.3744,0.0
33.975,-118.3744,7.0
33.9761,-118.3726,5.25
33.9771,-118.3768,27.125
33.9752,-118.3772,40.25
33.975,-118.3744,9.625
33.9778,-118.3969,5.25
33.9765,-118.3971,0.0
33.9758,-118.3973,0.0
33.9744,-118.3976,3.5
33.9705,-118.3973,2.625
33.9691,-118.3973,3.5
33.9672,-118.3974,7.875
33.9653,-118.3969,0.0
33.9636,-118.3969,0.0
33.9628,-118.397,0.0
34.059,-118.3706,2.625
34.0567,-118.3714,0.0
34.0547,-118.3723,0.0
34.0529,-118.3738,5.25
34.0488,-118.3749,2.625
34.0469,-118.375,0.0
34.0336,-118.3762,0.0
33.9853,-118.344,2.625
33.9844,-118.344,5.25
33.9835,-118.344,2.625
33.9826,-118.344,0.0
34.0885,-118.2156,3.5
34.0951,-118.2171,0.0
34.0763,-118.2336,0.0
34.0764,-118.2337,2.625
34.1349,-118.3807,0.0
34.1359,-118.3838,2.625
34.0833,-118.4402,0.0
34.0534,-118.404,0.0
34.0829,-118.1901,2.625
34.11,-118.2853,0.0
34.11,-118.2874,0.0
34.11,-118.2918,0.0
34.1096,-118.294,10.5
34.1092,-118.2968,0.0
34.1098,-118.3039,5.25
34.1088,-118.2986,0.0
34.1085,-118.3004,5.25
34.0914,-118.2204,0.0
34.1083,-118.2791,3.5
34.1096,-118.28,2.625
34.1149,-118.2768,5.25
34.1153,-118.2786,0.0
34.1163,-118.2804,5.25
34.0819,-118.197,2.625
34.0839,-118.1948,0.0
34.0851,-118.1916,5.25
34.0313,-118.4536,5.25
34.0302,-118.4526,7.875
34.0275,-118.4499,7.875
34.0266,-118.4492,3.5
34.0432,-118.4,0.0
34.0416,-118.3999,2.625
34.04,-118.3998,0.0
34.0936,-118.2169,0.0
34.1157,-118.2466,5.25
34.1167,-118.2453,2.625
34.1177,-118.2441,7.875
34.119,-118.2422,2.625
34.1191,-118.2404,0.0
33.9874,-118.406,0.0
33.9861,-118.4079,13.125
33.9852,-118.4093,0.0
34.0648,-118.2559,28.875
34.089,-118.43,7.875
34.0918,-118.4332,0.0
34.1161,-118.4435,3.5
34.0938,-118.4339,0.0
34.0824,-118.2704,0.0
34.0858,-118.2683,7.875
34.0869,-118.2676,3.5
34.1064,-118.2647,2.625
34.1071,-118.269,2.625
34.1071,-118.2703,0.0
33.9709,-118.4059,0.0
34.1291,-118.1894,5.25
34.1292,-118.1879,0.0
34.1298,-118.1852,0.0
34.1035,-118.4321,0.0
33.9428,-118.2484,5.25
33.9415,-118.2483,7.0
33.9406,-118.2483,0.0
33.9397,-118.2484,0.0
33.9348,-118.2485,5.25
33.9481,-118.2481,0.0
33.949,-118.2481,2.625
33.9457,-118.2379,0.0
33.9449,-118.2379,13.125
33.9431,-118.2379,0.0
33.9417,-118.2379,7.875
33.9406,-118.238,3.5
33.9397,-118.238,0.0
33.9389,-118.238,0.0
33.9362,-118.238,2.625
33.9533,-118.2374,0.0
33.9521,-118.2374,5.25
33.9514,-118.2375,0.0
33.9506,-118.2375,5.25
33.9494,-118.2375,3.5
33.9482,-118.2379,0.0
33.9474,-118.2379,2.625
33.9465,-118.2379,0.0
34.0878,-118.2626,0.0
34.0889,-118.2627,0.0
34.0912,-118.2619,0.0
34.0929,-118.2609,0.0
34.0938,-118.2603,2.625
34.0615,-118.2412,2.625
34.1133,-118.3648,0.0
34.1149,-118.3646,0.0
34.1149,-118.3646,2.625
34.1073,-118.3812,5.25
34.108,-118.38,15.75
34.1065,-118.3851,0.0
34.0342,-118.3609,2.625
34.1223,-118.2608,0.0
34.0112,-118.4401,0.0
34.0107,-118.4411,5.25
34.0072,-118.4482,7.875
34.1451,-118.3626,5.25
34.145,-118.3704,23.625
34.145,-118.3725,42.875
34.145,-118.379,5.25
34.0948,-118.2245,0.0
34.0508,-118.2854,0.0
34.0491,-118.2854,7.875
34.0473,-118.2854,19.25
34.0462,-118.2854,0.0
34.0452,-118.2853,16.625
34.0441,-118.2853,3.5
34.0429,-118.2852,3.5
34.0418,-118.2852,23.625
34.0401,-118.2848,0.0
34.055,-118.2854,14.875
34.1241,-118.1698,2.625
34.1147,-118.2737,0.0
33.9527,-118.3701,0.0
33.9525,-118.3726,0.0
33.9527,-118.3788,0.0
33.9527,-118.3805,0.0
33.9526,-118.3832,2.625
34.1219,-118.4241,2.625
34.1409,-118.3714,6.125
34.1417,-118.3719,31.5
34.1421,-118.373,28.875
34.1918,-118.3738,0.0
34.1921,-118.3682,9.625
34.1921,-118.3703,5.25
34.1918,-118.3723,0.0
34.1922,-118.379,0.0
34.1595,-118.355,0.0
34.1354,-118.207,0.0
34.1363,-118.2064,3.5
34.1372,-118.2058,6.125
34.1394,-118.206,2.625
34.1413,-118.2062,0.0
34.098,-118.3251,5.25
34.0998,-118.3252,3.5
34.1016,-118.3252,33.25
34.1037,-118.3252,8.75
34.1051,-118.3252,2.625
34.1052,-118.3252,7.875
34.0944,-118.3125,2.625
34.1071,-118.3252,32.375
34.0325,-118.3813,0.0
34.0313,-118.3941,3.5
33.9814,-118.3958,0.0
33.9778,-118.396,5.25
33.9763,-118.396,5.25
33.9755,-118.396,2.625
33.974,-118.3961,28.875
33.9799,-118.3961,0.0
33.9809,-118.396,15.75
34.0526,-118.3151,2.625
34.0543,-118.3193,5.25
34.0495,-118.3215,5.25
34.0491,-118.3168,0.0
34.0495,-118.3215,0.0
34.0454,-118.3207,0.0
34.0454,-118.3207,7.875
34.0454,-118.3207,5.25
34.0454,-118.3177,31.5
34.0417,-118.3207,2.625
34.0436,-118.3177,0.0
34.0417,-118.3207,0.0
34.0418,-118.3177,0.0
34.0409,-118.3177,0.0
34.0417,-118.3207,7.0
34.0379,-118.323,3.5
34.0379,-118.323,0.0
34.0386,-118.3177,0.0
34.0379,-118.323,7.0
34.038,-118.3177,0.0
34.0328,-118.323,2.625
34.0356,-118.3177,0.0
34.0338,-118.3177,0.0
34.0328,-118.323,3.5
34.0328,-118.323,5.25
34.0276,-118.3229,5.25
34.0276,-118.3229,0.0
34.0257,-118.3177,0.0
34.0222,-118.3227,2.625
34.0255,-118.3177,2.625
34.0222,-118.3227,0.0
34.0222,-118.3227,3.5
34.0229,-118.3176,0.0
34.0208,-118.3177,2.625
34.0183,-118.3182,22.75
34.0146,-118.3182,13.125
34.0108,-118.3182,5.25
34.0072,-118.3182,0.0
34.0055,-118.3182,17.5
34.0037,-118.3182,0.0
34.0025,-118.3182,15.75
34.0017,-118.3181,0.0
34.0009,-118.3181,0.0
34.0,-118.3182,5.25
33.9987,-118.3182,0.0
33.9962,-118.3182,5.25
33.995,-118.3182,2.625
33.9891,-118.3186,7.875
33.9873,-118.3187,0.0
33.9855,-118.3187,0.0
33.9829,-118.3187,2.625
33.9806,-118.3187,0.0
33.9794,-118.3187,0.0
33.9782,-118.3187,0.0
33.9754,-118.3187,10.5
33.9749,-118.3187,2.625
34.0419,-118.4603,14.0
34.0403,-118.4589,5.25
34.0391,-118.4579,6.125
