LAT,LON,weighted_count
33.9917,-118.4355,5.25
33.9904,-118.4339,2.625
34.0227,-118.2113,2.625
34.0909,-118.2886,0.0
34.0935,-118.2887,5.25
34.0957,-118.2885,7.875
34.1,-118.2885,13.125
34.0801,-118.178,0.0
34.08,-118.1756,5.25
34.0555,-118.232,0.0
34.1004,-118.274,0.0
34.1044,-118.2755,0.0
34.1067,-118.2776,0.0
34.1258,-118.2244,0.0
34.118,-118.3445,2.625
34.0915,-118.2281,0.0
34.0932,-118.2253,0.0
34.0941,-118.2237,0.0
34.0954,-118.2211,0.0
34.1008,-118.2347,3.5
33.9891,-118.3255,2.625
33.9872,-118.3255,0.0
33.9854,-118.3255,0.0
33.9836,-118.3255,2.625
33.9827,-118.3255,7.875
33.9818,-118.3255,2.625
33.9797,-118.3255,0.0
33.9764,-118.3256,0.0
34.1111,-118.2553,0.0
34.1122,-118.2565,5.25
34.1132,-118.2576,5.25
34.1147,-118.2594,0.0
34.116,-118.2609,7.875
34.0635,-118.2313,0.0
34.0641,-118.2302,2.625
34.0508,-118.2865,28.0
34.0491,-118.2865,29.75
34.0473,-118.2865,10.5
34.0463,-118.2864,0.0
34.0453,-118.2864,2.625
34.0443,-118.2864,0.0
34.043,-118.2864,27.125
34.0412,-118.2864,5.25
34.04,-118.2864,10.5
34.0382,-118.287,0.0
34.036,-118.2865,2.625
34.0352,-118.2865,2.625
34.0328,-118.2865,17.5
34.0598,-118.2862,0.0
34.055,-118.2866,10.5
34.1652,-118.3548,3.5
34.1695,-118.3659,8.75
34.1649,-118.3594,5.25
34.1695,-118.3659,15.75
34.1649,-118.3615,7.875
34.1667,-118.3702,10.5
34.1649,-118.3637,5.25
34.1667,-118.3702,13.125
34.1649,-118.3659,7.875
34.1667,-118.3702,2.625
34.1649,-118.3682,37.625
34.1667,-118.3702,23.625
34.1649,-118.3705,44.625
34.1667,-118.3702,72.625
34.1649,-118.3725,18.375
34.1667,-118.3702,0.0
34.1649,-118.3746,7.875
34.1667,-118.3702,26.25
34.1649,-118.3774,39.375
34.1667,-118.3702,3.5
34.165,-118.379,15.75
34.1649,-118.3845,2.625
34.1649,-118.3878,5.25
34.1649,-118.39,0.0
34.1649,-118.3922,19.25
34.1649,-118.3943,23.625
34.1649,-118.3965,21.0
34.1685,-118.4008,27.125
34.1649,-118.3985,8.75
34.1685,-118.4008,0.0
34.1649,-118.4009,10.5
34.1685,-118.4008,2.625
34.1649,-118.4034,21.0
34.1685,-118.4008,0.0
34.1649,-118.4052,21.0
34.1649,-118.4094,0.0
33.9532,-118.2446,0.0
33.9521,-118.2446,21.0
33.9514,-118.2445,10.5
33.9507,-118.2445,0.0
33.9492,-118.2445,2.625
33.9474,-118.2445,0.0
33.9237,-118.2739,0.0
33.985,-118.4001,0.0
34.0504,-118.2055,13.125
34.0495,-118.2036,0.0
34.0499,-118.2009,0.0
34.0483,-118.2021,0.0
34.0499,-118.2009,0.0
34.0473,-118.2,0.0
34.0499,-118.2009,2.625
34.0467,-118.1984,0.0
34.0459,-118.1968,13.125
34.0449,-118.1943,7.875
34.1121,-118.3448,0.0
34.0565,-118.4427,5.25
34.0565,-118.4427,5.25
34.0551,-118.439,0.0
34.0543,-118.4376,3.5
34.0519,-118.4366,30.625
34.0502,-118.4345,2.625
34.0493,-118.4337,11.375
34.0463,-118.4311,10.5
34.045,-118.43,0.0
34.0363,-118.4229,0.0
34.0354,-118.4222,7.0
34.0346,-118.4216,13.125
34.0311,-118.42,0.0
34.03,-118.419,0.0
34.0291,-118.4186,16.625
34.0268,-118.4163,13.125
34.0684,-118.4377,0.0
34.0661,-118.4385,5.25
34.0265,-118.4184,0.0
34.0758,-118.1961,0.0
34.0751,-118.1776,0.0
34.0865,-118.2792,0.0
34.0869,-118.2787,5.25
34.0884,-118.2777,0.0
34.0898,-118.2769,2.625
34.0911,-118.276,2.625
34.093,-118.2751,7.875
34.0802,-118.2832,21.0
34.0818,-118.2822,15.75
34.0833,-118.2814,5.25
34.0848,-118.2804,7.875
34.0433,-118.2829,0.0
34.0809,-118.242,0.0
33.9598,-118.3935,7.875
33.9598,-118.3972,0.0
34.0718,-118.218,0.0
34.0718,-118.2169,10.5
34.0719,-118.2144,2.625
34.0719,-118.213,0.0
34.0719,-118.2117,7.0
34.072,-118.2065,7.875
34.072,-118.2047,0.0
34.072,-118.2039,5.25
34.0609,-118.4357,5.25
34.0572,-118.4348,15.75
34.0551,-118.4338,2.625
34.0525,-118.4311,0.0
34.0514,-118.4301,13.125
34.0484,-118.4276,0.0
34.0471,-118.4264,15.75
34.0449,-118.4245,5.25
34.0401,-118.4205,5.25
34.0388,-118.4196,7.875
34.0367,-118.4159,5.25
34.0338,-118.4107,0.0
34.0318,-118.4073,21.875
34.0306,-118.4051,7.875
34.0646,-118.4378,0.0
34.0309,-118.4057,5.25
34.1056,-118.3706,0.0
34.1057,-118.3702,0.0
34.122,-118.2278,0.0
34.0118,-118.3602,7.875
34.0906,-118.2827,0.0
34.0928,-118.2813,8.75
34.0934,-118.2809,0.0
34.0946,-118.2802,0.0
34.097,-118.2798,5.25
34.0884,-118.2841,2.625
34.0383,-118.254,27.5625
34.0388,-118.2574,5.25
34.0372,-118.2551,3.5
34.0388,-118.2574,10.5
34.0357,-118.2563,0.0
34.0388,-118.2574,15.75
34.0335,-118.2619,13.125
34.0335,-118.2619,7.875
34.0336,-118.258,2.625
34.0308,-118.2603,19.25
34.0335,-118.2619,14.875
34.0289,-118.2686,28.875
34.0286,-118.2622,0.0
34.0289,-118.2686,0.0
34.0276,-118.2628,0.0
34.0273,-118.263,5.25
34.0251,-118.2644,0.0
34.0243,-118.2649,0.0
34.0223,-118.2719,0.0
34.0234,-118.2654,0.0
34.0226,-118.266,7.875
34.0223,-118.2719,8.75
34.0211,-118.2669,0.0
34.0223,-118.2719,0.0
34.0203,-118.2674,0.0
34.0196,-118.2679,10.5
34.0223,-118.2719,3.5
34.0164,-118.2699,10.5
34.0156,-118.2704,7.875
34.0149,-118.2709,10.5
34.0132,-118.272,13.125
34.0454,-118.2465,0.0
34.0439,-118.2479,12.25
34.0425,-118.2493,47.25
34.0408,-118.2512,35.0
34.0388,-118.2574,0.0
34.0395,-118.2527,2.625
34.0113,-118.4527,0.0
34.0062,-118.4498,5.25
34.0047,-118.4486,0.0
34.0031,-118.4474,0.0
34.0002,-118.4455,0.0
34.0799,-118.3004,2.625
34.0799,-118.3023,0.0
34.0799,-118.3046,14.875
34.0799,-118.3069,14.0
34.0803,-118.3091,19.25
34.0803,-118.3114,5.25
34.0803,-118.3135,56.0
34.0795,-118.2729,0.0
34.0764,-118.2656,5.25
34.0768,-118.2666,0.0
34.0782,-118.2698,2.625
34.0786,-118.2708,2.625
34.0791,-118.2719,0.0
34.0795,-118.2729,0.0
34.08,-118.2739,0.0
34.0807,-118.2753,0.0
34.0811,-118.2763,5.25
34.0819,-118.2781,10.5
34.0828,-118.2803,2.625
34.0833,-118.2814,21.875
34.0847,-118.2845,0.0
34.0846,-118.2868,47.25
34.0846,-118.2892,70.0
34.085,-118.3016,0.0
34.0845,-118.3051,2.625
34.0845,-118.3078,5.25
34.0849,-118.3091,7.875
34.0849,-118.3114,7.875
34.1098,-118.3432,2.625
34.0065,-118.4284,5.25
34.0022,-118.4275,0.0
34.0048,-118.4258,0.0
34.0026,-118.4244,5.25
34.0022,-118.4275,2.625
34.1047,-118.3893,0.0
34.0863,-118.2794,0.0
34.0068,-118.4403,5.25
34.0062,-118.4416,0.0
34.0597,-118.2135,5.25
34.0589,-118.2127,5.25
34.0586,-118.2119,18.375
34.0578,-118.2102,29.75
34.0609,-118.2052,2.625
34.0571,-118.2084,18.375
34.0609,-118.2052,13.125
34.056,-118.2061,0.0
34.0546,-118.2028,2.625
34.0544,-118.2004,0.0
34.0545,-118.1987,7.875
34.0546,-118.1978,0.0
34.0548,-118.1926,2.625
33.9862,-118.4048,2.625
34.1675,-118.3856,5.25
34.0386,-118.2638,5.25
34.1177,-118.2374,0.0
34.0517,-118.2178,7.875
34.1105,-118.2238,0.0
34.1201,-118.1805,0.0
34.0279,-118.2138,5.25
34.0323,-118.2111,9.625
33.9849,-118.4445,67.375
33.9849,-118.4445,18.375
33.9851,-118.4444,0.0
34.0195,-118.4414,5.25
34.068,-118.2517,6.125
34.072,-118.165,2.625
33.9949,-118.4128,2.625
33.9941,-118.4114,9.625
33.9782,-118.422,0.0
33.9934,-118.4103,0.0
34.1486,-118.35,7.875
34.1504,-118.3506,0.0
34.0175,-118.1975,7.875
34.0573,-118.2126,13.125
34.0364,-118.2406,2.625
34.0146,-118.3361,0.0
34.0123,-118.3378,66.5
34.0104,-118.3398,9.625
34.0087,-118.3426,2.625
34.1056,-118.1841,0.0
34.0864,-118.2155,8.75
34.0871,-118.2141,31.5
34.0862,-118.2174,0.0
34.0862,-118.2174,0.0
34.0951,-118.2171,7.875
34.0951,-118.2171,0.0
34.1051,-118.2107,2.625
34.0967,-118.2088,0.0
34.0988,-118.2061,7.0
34.1032,-118.2052,2.625
34.1056,-118.2038,0.0
34.111,-118.1932,0.0
34.1067,-118.2016,0.0
34.108,-118.1989,0.0
34.111,-118.1925,11.375
34.1115,-118.1915,0.0
34.1105,-118.179,0.0
34.0986,-118.3704,10.5
34.0995,-118.3712,5.25
34.098,-118.3679,0.0
34.0626,-118.1766,2.625
34.0852,-118.2517,0.0
34.1042,-118.2487,0.0
34.1054,-118.2475,0.0
33.9937,-118.4126,2.625
33.9921,-118.4138,7.875
33.991,-118.4153,2.625
33.9896,-118.4175,0.0
33.989,-118.4184,5.25
34.1731,-118.3769,0.0
34.1731,-118.3933,10.5
34.1731,-118.3944,0.0
34.1733,-118.4031,2.625
34.0806,-118.1702,7.875
34.0802,-118.1674,0.0
34.0108,-118.3135,0.0
34.0421,-118.2469,0.0
34.0109,-118.2941,0.0
34.0109,-118.3351,2.625
34.0698,-118.2476,2.625
34.0674,-118.2489,2.625
34.1295,-118.2244,0.0
33.9421,-118.2496,8.75
33.9408,-118.2496,0.0
34.1424,-118.4197,3.5
34.1461,-118.4198,18.375
34.1504,-118.4192,0.0
34.1522,-118.4192,0.0
34.1558,-118.4192,2.625
34.0666,-118.3614,0.0
34.0667,-118.3632,10.5
34.0673,-118.3677,5.25
34.0675,-118.3693,7.875
34.0676,-118.3708,0.0
34.068,-118.374,7.875
34.0558,-118.2609,8.75
34.0596,-118.27,0.0
33.9908,-118.4276,0.0
34.0408,-118.3422,0.0
34.0408,-118.3435,7.875
34.0521,-118.4375,7.875
34.0519,-118.4366,0.0
34.0516,-118.4398,0.0
34.0509,-118.4427,2.625
34.0491,-118.4456,0.0
34.0574,-118.3547,0.0
34.0529,-118.357,9.625
34.0554,-118.3559,2.625
34.0534,-118.3568,10.5
34.0516,-118.3574,15.75
34.0649,-118.3525,28.0
34.0606,-118.3534,5.25
34.059,-118.3541,0.0
34.0315,-118.2323,34.125
34.0306,-118.2322,7.0
34.0296,-118.2322,0.0
34.0287,-118.2322,2.625
34.0275,-118.2322,3.5
34.0266,-118.2322,7.875
34.025,-118.2323,10.5
34.0237,-118.2324,7.875
34.0225,-118.2325,5.25
34.0414,-118.2332,203.0
34.0383,-118.2327,63.0
34.0346,-118.2323,21.0
34.0336,-118.2323,77.875
34.0326,-118.2323,26.25
34.0084,-118.4206,7.875
34.0022,-118.4324,10.5
34.0013,-118.434,2.625
34.0003,-118.4354,15.75
33.9997,-118.4367,22.75
33.9984,-118.4391,0.0
33.9989,-118.4369,0.0
34.0991,-118.2896,2.625
34.1011,-118.21,2.625
33.99,-118.4347,0.0
33.9893,-118.4363,0.0
33.9884,-118.4379,2.625
33.9867,-118.4413,110.25
33.9906,-118.4391,41.125
33.9832,-118.4327,3.5
34.1121,-118.2716,2.625
34.0074,-118.4438,5.25
34.0057,-118.4424,0.0
34.0039,-118.441,0.0
34.0841,-118.2639,0.0
34.0934,-118.1611,2.625
34.0942,-118.1613,8.75
34.0961,-118.1613,0.0
34.0974,-118.1614,0.0
34.0983,-118.2196,3.5
34.1123,-118.2101,5.25
34.097,-118.2768,5.25
34.0986,-118.2763,3.5
34.0999,-118.2763,6.125
34.0268,-118.2896,0.0
34.0215,-118.2868,0.0
34.0634,-118.3654,5.25
34.027,-118.2858,0.0
34.0208,-118.2898,5.25
34.027,-118.2858,0.0
34.0274,-118.285,7.875
34.0244,-118.2875,5.25
34.0235,-118.2881,2.625
34.0212,-118.2895,31.5
34.0197,-118.2905,2.625
34.0146,-118.3338,0.0
34.0103,-118.3341,0.0
34.0121,-118.3338,0.0
34.0101,-118.3341,10.5
34.0084,-118.3341,3.5
34.0817,-118.2686,7.875
34.0832,-118.2677,0.0
34.0849,-118.2663,5.25
34.0859,-118.2655,0.0
33.9671,-118.4095,0.0
33.9854,-118.4254,0.0
33.9832,-118.4327,21.0
33.984,-118.4243,10.5
33.9793,-118.4207,0.0
33.9789,-118.4203,0.0
33.9739,-118.4113,0.0
33.973,-118.4131,2.625
33.9704,-118.4132,0.0
33.9687,-118.4131,0.0
33.9674,-118.4129,7.875
33.9647,-118.4121,2.625
33.9635,-118.4117,7.875
33.9621,-118.4111,3.5
33.9615,-118.4107,5.25
33.9586,-118.4092,2.625
34.0447,-118.4038,5.25
34.0411,-118.4012,7.875
34.0375,-118.4016,0.0
33.9784,-118.4005,0.0
34.1661,-118.3552,15.75
34.166,-118.3686,0.0
34.166,-118.3705,20.125
34.1659,-118.3725,0.0
34.1659,-118.3774,11.375
34.1658,-118.3856,5.25
34.1001,-118.2572,5.25
34.0117,-118.4224,0.0
33.9916,-118.407,5.25
33.9912,-118.4077,5.25
33.9901,-118.4091,15.75
34.0758,-118.2552,0.0
34.0773,-118.2539,0.0
34.0232,-118.2409,38.5
34.0201,-118.2404,11.375
33.9954,-118.2393,0.0
34.0304,-118.2395,13.125
34.0284,-118.24,7.0
34.0859,-118.1907,0.0
34.0883,-118.1903,2.625
34.0893,-118.1899,2.625
34.1112,-118.3722,2.625
33.9998,-118.2609,0.0
33.9447,-118.2608,0.0
33.944,-118.2609,5.25
33.9433,-118.2608,2.625
33.9373,-118.2609,0.0
33.9357,-118.2609,0.0
34.0132,-118.2603,5.25
34.0118,-118.2607,2.625
34.011,-118.2608,0.0
34.0092,-118.2611,2.625
34.0033,-118.2609,0.0
34.0057,-118.2609,10.5
34.0039,-118.2609,35.875
34.0007,-118.2609,0.0
33.9998,-118.2609,5.25
33.9987,-118.2609,5.25
33.9976,-118.2609,5.25
33.9966,-118.2609,2.625
33.9958,-118.2609,2.625
33.9942,-118.2608,0.0
33.9933,-118.2609,5.25
33.9916,-118.2608,0.0
33.9907,-118.2608,2.625
33.9819,-118.2614,7.0
33.981,-118.2614,10.5
33.9801,-118.2614,7.875
33.9792,-118.2614,0.0
33.9756,-118.2614,2.625
33.9694,-118.2608,0.0
33.9685,-118.2608,5.25
33.9665,-118.2608,0.0
33.9647,-118.2608,5.25
33.9629,-118.2608,2.625
33.9611,-118.2608,7.875
33.9593,-118.2608,2.625
33.9574,-118.2608,2.625
33.9556,-118.2608,0.0
33.9547,-118.2608,7.875
33.9493,-118.2608,0.0
33.9484,-118.2608,5.25
33.9601,-118.261,2.625
33.9593,-118.2611,2.625
34.0167,-118.4382,0.0
34.0181,-118.4346,0.0
34.0115,-118.4269,7.875
34.0167,-118.4382,2.625
34.017,-118.4312,0.0
34.0141,-118.4289,0.0
34.0124,-118.4276,2.625
34.0106,-118.4262,16.625
34.0086,-118.4245,5.25
34.007,-118.4232,10.5
34.0045,-118.4213,3.5
34.0025,-118.4197,3.5
34.0015,-118.419,18.375
33.9989,-118.4152,0.0
34.0215,-118.2868,0.0
34.0326,-118.38,0.0
34.0679,-118.1818,5.25
34.0671,-118.1815,2.625
34.0728,-118.1817,0.0
34.0992,-118.2716,0.0
34.1031,-118.2709,0.0
34.0573,-118.3468,11.375
34.0548,-118.3477,0.0
34.0483,-118.3503,0.0
34.0535,-118.3483,2.625
34.0503,-118.3495,2.625
34.0481,-118.3504,2.625
34.0464,-118.3511,2.625
33.975,-118.4156,0.0
34.0887,-118.2361,5.25
34.0899,-118.2348,0.0
34.0912,-118.2333,5.25
33.9853,-118.349,0.0
34.106,-118.1948,0.0
34.1074,-118.1978,0.0
34.1067,-118.1934,5.25
34.1074,-118.1978,0.0
33.9916,-118.4162,0.0
34.1089,-118.2433,2.625
34.0711,-118.4454,0.0
34.0654,-118.4461,0.0
34.1282,-118.2234,0.0
34.1267,-118.2247,0.0
34.0649,-118.2381,0.0
34.012,-118.448,0.0
34.0087,-118.4455,0.0
34.007,-118.4446,0.0
34.0053,-118.4432,0.0
34.0034,-118.4418,2.625
33.997,-118.4371,9.625
34.1036,-118.2831,13.125
34.1036,-118.2852,2.625
34.1036,-118.2874,2.625
34.1036,-118.2896,20.125
34.0835,-118.2838,5.25
34.0836,-118.2845,5.25
34.0851,-118.2881,0.0
34.0836,-118.2868,3.5
34.0851,-118.2881,2.625
34.0836,-118.2892,18.375
34.0851,-118.2881,5.25
34.0836,-118.2917,5.25
34.0836,-118.2941,15.75
34.0873,-118.296,5.25
34.0836,-118.296,0.0
34.0873,-118.296,0.0
34.0836,-118.2978,0.0
34.0873,-118.296,0.0
34.0836,-118.3005,0.0
34.0864,-118.3059,0.0
34.0835,-118.3027,7.0
34.0864,-118.3059,7.875
34.0835,-118.305,23.625
34.0864,-118.3059,29.75
34.0835,-118.3071,2.625
34.0864,-118.3059,24.5
34.0865,-118.3169,18.375
34.0835,-118.3114,10.5
34.0865,-118.3169,10.5
34.0835,-118.3135,7.875
34.0865,-118.3169,10.5
34.0835,-118.3179,10.5
34.0865,-118.3169,7.875
34.0835,-118.3227,7.875
34.0853,-118.3277,15.75
34.0835,-118.3243,19.25
34.0853,-118.3277,23.625
34.0835,-118.3266,13.125
34.0853,-118.3277,7.875
34.0835,-118.329,0.0
34.0853,-118.3277,10.5
34.0853,-118.3277,7.875
34.0835,-118.3331,5.25
34.0838,-118.3388,7.875
34.0835,-118.3342,7.875
34.0835,-118.3374,11.375
34.0835,-118.3386,7.875
34.0835,-118.3397,18.375
34.0835,-118.3406,21.0
34.0835,-118.3416,15.75
34.0835,-118.3428,13.125
34.0835,-118.3441,26.25
34.0835,-118.3462,76.125
34.0836,-118.3487,58.625
34.0836,-118.3511,81.375
34.0837,-118.3533,65.625
34.0837,-118.3553,77.0
34.0837,-118.3574,60.375
34.0838,-118.3595,71.75
34.0838,-118.3615,28.0
34.0838,-118.3637,27.125
34.0837,-118.3659,56.0
34.0837,-118.368,24.5
34.0837,-118.3703,29.75
34.0835,-118.3734,14.875
34.0835,-118.3734,80.5
34.0836,-118.3738,0.0
34.0852,-118.306,0.0
34.0846,-118.306,0.0
34.0329,-118.3832,0.0
34.0328,-118.3807,0.0
34.1325,-118.2312,0.0
34.0524,-118.2907,2.625
34.0508,-118.2907,15.75
33.931,-118.2893,5.25
33.9299,-118.2893,5.25
33.9278,-118.2893,0.0
33.9265,-118.2893,2.625
33.9251,-118.2892,0.0
34.049,-118.2907,13.125
33.9224,-118.2892,0.0
33.9217,-118.289,10.5
34.0473,-118.2904,15.75
34.0463,-118.2904,3.5
34.0453,-118.2904,13.125
34.0443,-118.2904,13.125
34.0427,-118.2906,2.625
34.041,-118.2906,5.25
34.0328,-118.2903,16.625
34.0313,-118.2903,13.125
34.0299,-118.2903,0.0
34.0109,-118.29,2.625
34.0092,-118.29,15.75
34.0073,-118.29,0.0
34.0055,-118.29,0.0
34.0037,-118.2897,0.0
34.0027,-118.2897,5.25
34.0017,-118.2897,2.625
33.9874,-118.2892,2.625
33.9855,-118.2893,0.0
33.9846,-118.2893,0.0
33.9828,-118.2892,2.625
33.9801,-118.2893,0.0
33.9792,-118.2893,5.25
33.9764,-118.2892,0.0
33.9755,-118.2892,5.25
33.96,-118.2904,0.0
33.9579,-118.2904,7.875
33.9565,-118.2904,0.0
34.055,-118.2904,14.0
33.9551,-118.2904,13.125
33.9542,-118.2904,9.625
34.0287,-118.4118,20.125
34.0271,-118.4106,11.375
34.0258,-118.4096,10.5
34.0243,-118.4085,38.9375
34.0221,-118.4068,62.125
34.0198,-118.4049,15.75
34.0898,-118.2268,6.125
34.0916,-118.2239,0.0
34.0925,-118.2224,2.625
34.0372,-118.2418,18.375
34.0845,-118.2002,7.875
34.085,-118.1964,0.0
34.085,-118.1957,2.625
34.0923,-118.1978,2.625
34.0856,-118.1941,5.25
34.0859,-118.1928,2.625
34.0859,-118.1907,7.875
34.1228,-118.2088,0.0
34.1224,-118.2066,2.625
34.122,-118.2045,2.625
34.1215,-118.2024,2.625
34.1209,-118.1992,0.0
34.1207,-118.1981,0.0
34.1206,-118.1964,10.5
34.1202,-118.1887,0.0
34.1201,-118.1824,0.0
34.1202,-118.1766,0.0
34.1202,-118.1879,0.0
33.8777,-118.2884,2.625
34.0439,-118.2338,2.625
34.1381,-118.2115,0.0
34.1377,-118.2146,0.0
34.1381,-118.2166,2.625
34.0764,-118.2702,13.125
34.1146,-118.1937,2.625
34.1152,-118.1924,2.625
34.1157,-118.1912,7.875
33.9909,-118.4086,2.625
33.9864,-118.4012,0.0
33.985,-118.4001,2.625
34.0683,-118.2287,0.0
34.0365,-118.2292,0.0
34.0675,-118.3578,0.0
34.0128,-118.2663,10.5
34.0039,-118.2665,7.875
33.9863,-118.2664,7.0
33.9878,-118.2664,2.625
33.9601,-118.2666,2.625
33.9587,-118.2666,2.625
33.9587,-118.2666,2.625
33.9556,-118.2665,2.625
33.9963,-118.4419,0.0
33.9929,-118.4395,0.0
33.9921,-118.4386,0.0
33.9909,-118.437,5.25
34.0857,-118.2812,10.5
34.0859,-118.2768,2.625
34.0876,-118.2759,2.625
34.0885,-118.2753,18.375
34.0899,-118.2743,0.0
34.0916,-118.2733,7.875
34.0931,-118.2724,5.25
34.0954,-118.2709,2.625
34.0967,-118.2705,2.625
34.0983,-118.2698,2.625
34.1032,-118.2693,2.625
34.1051,-118.2699,0.0
34.0778,-118.2821,0.0
34.0857,-118.2812,0.0
34.0857,-118.2812,10.5
34.0857,-118.2812,5.25
34.0823,-118.2791,0.0
34.0857,-118.2812,2.625
34.0839,-118.2781,0.0
34.0857,-118.2812,13.125
34.0498,-118.2211,0.0
34.0496,-118.2191,0.0
34.0484,-118.2163,5.25
34.0473,-118.2139,0.0
34.0467,-118.2126,2.625
34.0462,-118.2114,16.625
34.0453,-118.2088,2.625
34.0447,-118.2075,13.125
34.0442,-118.2063,0.0
34.0436,-118.2051,0.0
34.0431,-118.2039,0.0
34.0425,-118.2026,10.5
34.0794,-118.2844,0.0
34.0798,-118.2868,0.0
34.0798,-118.2892,10.5
34.0155,-118.3089,2.625
34.0155,-118.311,0.0
34.0155,-118.3133,8.75
33.9693,-118.3774,10.5
33.9688,-118.3755,18.375
33.968,-118.3733,7.875
33.9666,-118.3724,0.0
33.9653,-118.3722,7.875
34.0913,-118.2091,2.625
34.0583,-118.4455,0.0
34.0566,-118.4445,15.75
34.0548,-118.4426,24.5
34.0536,-118.4416,0.0
34.0516,-118.4398,0.0
34.0493,-118.4378,19.25
34.0461,-118.4351,18.375
34.0447,-118.4338,0.0
34.0433,-118.4327,0.0
34.0419,-118.4314,10.5
34.0363,-118.4267,18.375
34.0346,-118.4254,0.0
34.0332,-118.4243,0.0
34.0313,-118.4228,0.0
34.0301,-118.4218,0.0
34.0288,-118.4207,3.5
34.0276,-118.4196,18.375
34.0204,-118.4139,10.5
34.0184,-118.4123,11.375
34.0673,-118.4534,3.5
34.0696,-118.4526,0.0
34.0673,-118.4534,0.0
34.0682,-118.4525,8.75
34.0664,-118.452,2.625
34.0673,-118.4534,0.0
34.04,-118.4393,2.625
34.1532,-118.4031,3.5
34.1532,-118.4073,0.0
34.1533,-118.4094,0.0
34.1533,-118.4116,0.0
34.1061,-118.1821,5.25
34.038,-118.4329,15.75
34.0319,-118.4281,2.625
34.0343,-118.43,6.125
34.0328,-118.4288,0.0
34.0309,-118.4273,3.5
34.0297,-118.4263,5.25
34.0267,-118.424,3.5
34.0259,-118.4233,7.875
34.0237,-118.4246,9.625
34.0239,-118.4217,2.625
34.0228,-118.4208,0.0
34.0237,-118.4246,0.0
34.0207,-118.4192,5.25
34.0187,-118.417,29.75
34.0168,-118.4156,7.875
34.038,-118.2345,17.5
33.9759,-118.4156,5.25
33.9797,-118.4079,7.875
33.9798,-118.4077,0.0
33.9772,-118.4137,5.25
33.9754,-118.4178,56.875
34.0953,-118.3775,5.25
34.0953,-118.3775,0.0
34.1085,-118.335,7.875
34.1122,-118.2077,5.25
34.1137,-118.2068,0.0
33.9861,-118.418,5.25
34.1214,-118.1915,0.0
34.1164,-118.1927,5.25
34.1186,-118.1922,0.0
34.1205,-118.1917,10.5
34.1153,-118.232,0.0
33.988,-118.4333,13.125
33.9865,-118.4363,31.5
33.983,-118.4381,7.875
34.0099,-118.4223,0.0
34.0082,-118.421,6.125
34.0187,-118.2104,0.0
34.1123,-118.2536,2.625
34.0776,-118.2105,5.25
34.0803,-118.1819,0.0
34.0839,-118.1819,7.875
34.0572,-118.2576,85.75
34.0593,-118.261,10.5
34.0602,-118.2628,0.0
34.0616,-118.2675,0.0
34.0632,-118.2694,2.625
34.0634,-118.2705,17.5
34.0649,-118.2741,2.625
34.1749,-118.378,0.0
34.1749,-118.379,2.625
34.1744,-118.3976,2.625
34.1744,-118.3987,7.875
34.0215,-118.1975,7.875
34.0188,-118.1995,23.625
34.0157,-118.1995,2.625
34.1148,-118.2029,0.0
34.1252,-118.3276,0.0
34.0558,-118.4194,0.0
34.0431,-118.4365,0.0
34.0402,-118.4415,3.5
34.0396,-118.4425,10.5
34.0379,-118.4453,2.625
34.0356,-118.449,0.0
34.0345,-118.451,7.875
34.0583,-118.4208,0.0
34.058,-118.4212,16.625
34.0541,-118.4256,0.0
34.0524,-118.4284,0.0
34.0501,-118.4324,3.5
34.0509,-118.431,0.0
34.0493,-118.4337,0.0
34.0477,-118.4364,7.875
34.046,-118.439,8.75
34.0445,-118.4416,0.0
34.0469,-118.4451,0.0
34.0445,-118.4491,0.0
34.0445,-118.4491,5.25
34.0413,-118.4469,0.0
34.0445,-118.4491,7.875
34.0445,-118.4491,0.0
34.0386,-118.4516,0.0
34.0363,-118.4554,2.625
34.0026,-118.4261,5.25
34.0019,-118.4276,22.75
34.0008,-118.4297,0.0
34.0003,-118.4309,0.0
33.9994,-118.4325,0.0
33.9986,-118.4341,2.625
33.998,-118.4354,15.75
34.0541,-118.2182,7.875
34.0963,-118.3909,5.25
34.0102,-118.4306,13.125
34.0764,-118.2656,0.0
34.0775,-118.2654,14.0
34.08,-118.2647,0.0
34.0815,-118.2638,0.0
34.0832,-118.2631,2.625
34.0834,-118.2629,0.0
34.0845,-118.2622,2.625
34.0387,-118.2335,0.0
34.042,-118.234,6.125
34.0405,-118.2337,28.0
33.9389,-118.2289,0.0
33.9368,-118.2294,0.0
33.936,-118.2297,0.0
33.9321,-118.2308,2.625
33.9312,-118.2308,7.0
33.9305,-118.2307,7.875
33.9384,-118.229,2.625
34.0536,-118.3074,2.625
33.9347,-118.2414,10.5
33.9331,-118.2405,0.0
33.9321,-118.2402,10.5
34.0707,-118.2103,0.0
34.0321,-118.285,7.875
34.108,-118.2719,3.5
34.1097,-118.2739,2.625
34.0857,-118.2845,2.625
34.0856,-118.2868,7.875
34.0856,-118.2892,0.0
34.086,-118.3092,2.625
34.0858,-118.3116,2.625
34.1202,-118.2198,0.0
34.1202,-118.2198,7.875
34.0703,-118.455,0.0
34.0747,-118.25,0.0
34.0778,-118.2567,7.875
34.0784,-118.2577,0.0
34.0789,-118.2586,0.0
34.0801,-118.2606,0.0
34.0806,-118.2617,0.0
34.0815,-118.2638,0.0
34.0828,-118.2668,0.0
